job_key,job_id,job_title,primary_role_family,title_role_family,selected_role_family,matched_role_families,matched_search_terms,search_term_count,role_family_count,role_resolution_method,role_review_required,company,company_disclosed,category,country_code,country,currency,location,city,region,location_hierarchy,location_area,latitude,longitude,workplace_type,contract_type,contract_time,published_at,published_date,publication_year,publication_month,publication_year_month,snapshot_date,days_since_publication,salary_min,salary_max,salary_midpoint,has_salary,salary_is_predicted,salary_invalid_nonpositive,job_description,job_url,collected_at_utc
de-5880551395,5880551395,Business Intelligence Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,Unfallkasse Baden-Württemberg,True,IT-Stellen,de,Germany,EUR,Deutschland,,,Deutschland,"[""Deutschland""]",,,Not specified,Not specified,Not specified,2026-09-12 05:33:29+00:00,2026-09-12,2026,9,2026-09,2026-09-12,0,,,,False,False,False,"Über uns: Zum nächstmöglichen Zeitpunkt suchen wir unbefristet für unseren Standort in Stuttgart oder Karlsruhe einen Business Intelligence Analyst (m/w/d) . Sie könnten genau der richtige Bewerber für diese Stelle sein Lesen Sie alle zugehörigen Informationen und bewerben Sie sich unbedingt. Sie haben ein gutes Gespür für Zahlen und Spaß daran, aus Daten echte Insights zu gewinnen? Dann sind Sie bei uns richtig! In der Rolle des Business Intelligence Analysts gestalten Sie das Reporting im Unt…",https://www.adzuna.de/land/ad/5880551395?se=Qps5Z56u8RGhe8--YZ_w9w&utm_medium=api&utm_source=aa0fc1e4&v=4D966D3A00C4E87B7913335EAC62AFF61D31B699,2026-09-12 11:36:46.857955+00:00
de-5879937827,5879937827,Business Intelligence Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,Unfallkasse Baden-Württemberg,True,Sonstige/Allgemeine Stellen,de,Germany,EUR,"Hagsfeld, Karlsruhe",Hagsfeld,Baden-Württemberg,Deutschland | Baden-Württemberg | Karlsruhe (Kreis) | Karlsruhe | Hagsfeld,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Karlsruhe (Kreis)"", ""Karlsruhe"", ""Hagsfeld""]",49.03084,8.45882,Not specified,Not specified,Full-time,2026-09-11 18:06:56+00:00,2026-09-11,2026,9,2026-09,2026-09-12,1,,,,False,False,False,"Über uns: Zum nächstmöglichen Zeitpunkt suchen wir unbefristet für unseren Standort in Stuttgart oder Karlsruhe einen Business Intelligence Analyst (m/w/d) . Sie haben ein gutes Gespür für Zahlen und Spaß daran, aus Daten echte Insights zu gewinnen? Dann sind Sie bei uns richtig! In der Rolle des Business Intelligence Analysts gestalten Sie das Reporting im Unternehmenscontrolling aktiv mit – von der Konzeption und Erstellung aussagekräftiger Power-BI-Dashboards bis zur Analyse von Unternehmens…",https://www.adzuna.de/details/5879937827?utm_medium=api&utm_source=aa0fc1e4,2026-09-12 11:36:46.857955+00:00
de-5879937868,5879937868,Business Intelligence Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,Unfallkasse Baden-Württemberg,True,Sonstige/Allgemeine Stellen,de,Germany,EUR,"Mitte, Stuttgart",Mitte,Baden-Württemberg,Deutschland | Baden-Württemberg | Stuttgart | Mitte,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Stuttgart"", ""Mitte""]",48.77713,9.18071,Not specified,Not specified,Full-time,2026-09-11 18:06:56+00:00,2026-09-11,2026,9,2026-09,2026-09-12,1,,,,False,False,False,"Über uns: Zum nächstmöglichen Zeitpunkt suchen wir unbefristet für unseren Standort in Stuttgart oder Karlsruhe einen Business Intelligence Analyst (m/w/d) . Sie haben ein gutes Gespür für Zahlen und Spaß daran, aus Daten echte Insights zu gewinnen? Dann sind Sie bei uns richtig! In der Rolle des Business Intelligence Analysts gestalten Sie das Reporting im Unternehmenscontrolling aktiv mit – von der Konzeption und Erstellung aussagekräftiger Power-BI-Dashboards bis zur Analyse von Unternehmens…",https://www.adzuna.de/details/5879937868?utm_medium=api&utm_source=aa0fc1e4,2026-09-12 11:36:46.857955+00:00
de-5878965576,5878965576,Business Intelligence Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,Unfallkasse Baden-Württemberg,True,Sonstige/Allgemeine Stellen,de,Germany,EUR,Deutschland,,,Deutschland,"[""Deutschland""]",,,Not specified,Not specified,Not specified,2026-09-11 01:53:39+00:00,2026-09-11,2026,9,2026-09,2026-09-12,1,,,,False,False,False,"Zum nächstmöglichen Zeitpunkt suchen wir unbefristet für unseren Standort in Stuttgart oder Karlsruhe einen Business Intelligence Analyst (m/w/d) . Sie haben ein gutes Gespür für Zahlen und Spaß daran, aus Daten echte Insights zu gewinnen? Dann sind Sie bei uns richtig! In der Rolle des Business Intelligence Analysts gestalten Sie das Reporting im Unternehmenscontrolling aktiv mit – von der Konzeption und Erstellung aussagekräftiger Power-BI-Dashboards bis zur Analyse von Unternehmenskennzahlen…",https://www.adzuna.de/land/ad/5878965576?se=Qps5Z56u8RGhe8--YZ_w9w&utm_medium=api&utm_source=aa0fc1e4&v=DF7CDA075CABF6CB4D8FAEB3A1C4A75B98194FF6,2026-09-12 11:36:46.857955+00:00
de-5878808546,5878808546,Business Intelligence Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,Unfallkasse Baden-Württemberg,True,Unknown,de,Germany,EUR,"Stuttgart, Baden-Württemberg",Stuttgart,Baden-Württemberg,Deutschland | Baden-Württemberg | Stuttgart,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Stuttgart""]",48.776198,9.187224,Not specified,Not specified,Not specified,2026-09-10 19:53:58+00:00,2026-09-10,2026,9,2026-09,2026-09-12,2,,,,False,False,False,"Zum nächstmöglichen Zeitpunkt suchen wir unbefristet für unseren Standort in Stuttgart oder Karlsruhe einen Business Intelligence Analyst (m/w/d) . Sie haben ein gutes Gespür für Zahlen und Spaß daran, aus Daten echte Insights zu gewinnen? Dann sind Sie bei uns richtig! In der Rolle des Business Intelligence Analysts gestalten Sie das Reporting im Unternehmenscontrolling aktiv mit – von der Konzeption und Erstellung aussagekräftiger Power-BI-Dashboards bis zur Analyse von Unternehmenskennzahlen…",https://www.adzuna.de/details/5878808546?utm_medium=api&utm_source=aa0fc1e4,2026-09-12 11:36:46.857955+00:00
de-5878582009,5878582009,Business Intelligence Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,Unfallkasse Baden-Württemberg,True,Unknown,de,Germany,EUR,"Hedelfingen, Stuttgart",Hedelfingen,Baden-Württemberg,Deutschland | Baden-Württemberg | Stuttgart | Hedelfingen,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Stuttgart"", ""Hedelfingen""]",48.75933,9.25432,Not specified,Not specified,Full-time,2026-09-10 17:06:10+00:00,2026-09-10,2026,9,2026-09,2026-09-12,2,,,,False,False,False,"Über uns: Zum nächstmöglichen Zeitpunkt suchen wir unbefristet für unseren Standort in Stuttgart oder Karlsruhe einen Business Intelligence Analyst (m/w/d) . Sie haben ein gutes Gespür für Zahlen und Spaß daran, aus Daten echte Insights zu gewinnen? Dann sind Sie bei uns richtig! In der Rolle des Business Intelligence Analysts gestalten Sie das Reporting im Unternehmenscontrolling aktiv mit – von der Konzeption und Erstellung aussagekräftiger Power-BI-Dashboards bis zur Analyse von Unternehmens…",https://www.adzuna.de/details/5878582009?utm_medium=api&utm_source=aa0fc1e4,2026-09-12 11:36:46.857955+00:00
de-5878564779,5878564779,Business Intelligence Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,Unfallkasse Baden-Württemberg,True,Unknown,de,Germany,EUR,Deutschland,,,Deutschland,"[""Deutschland""]",,,Not specified,Not specified,Not specified,2026-09-10 16:54:46+00:00,2026-09-10,2026,9,2026-09,2026-09-12,2,,,,False,False,False,"Zum nächstmöglichen Zeitpunkt suchen wir unbefristet für unseren Standort in Stuttgart oder Karlsruhe einen Business Intelligence Analyst (m/w/d).Sie haben ein gutes Gespür für Zahlen und Spaß daran, aus Daten echte Insights zu gewinnen? Dann sind Sie bei uns richtig!In der Rolle des Business Intelligence Analysts gestalten Sie das Reporting im Unternehmenscontrolling aktiv mit – von der Konzeption und Erstellung aussagekräftiger Power-BI-Dashboards bis zur Analyse von Unternehmenskennzahlen üb…",https://www.adzuna.de/land/ad/5878564779?se=Qps5Z56u8RGhe8--YZ_w9w&utm_medium=api&utm_source=aa0fc1e4&v=4FE200456CA9CD5AC8B6C71EBC0D02CA5CCBA273,2026-09-12 11:36:46.857955+00:00
de-5878463510,5878463510,IT Business Analyst / Application Consultant (m/w/d) - Business Intelligence & Dashboards,BI Analyst,BI Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,Akkodis,True,Unknown,de,Germany,EUR,"Dresdener Heide, Dresden",Dresdener Heide,Sachsen,Deutschland | Sachsen | Dresden | Dresdener Heide,"[""Deutschland"", ""Sachsen"", ""Dresden"", ""Dresdener Heide""]",51.09459,13.84187,Not specified,Not specified,Not specified,2026-09-10 14:31:24+00:00,2026-09-10,2026,9,2026-09,2026-09-12,2,,,,False,False,False,"Akkodis ist ein globales Beratungsunternehmen für Digital Engineering, das Technologie und Talente zusammenbringt, um Transformation zu beschleunigen, Innovation voranzutreiben und eine intelligentere Zukunft zu gestalten. Mit mehr als 40.000 Expert:innen in über 30 Ländern verbinden wir Branchen und Technologien miteinander - von AI und Data Analytics bis zu Cloud, Edge, Automatisierung und Cybersecurity. Als Schnittstelle zwischen den Fachbereichen und der IT begleitest Du die Weiterentwicklu…",https://www.adzuna.de/details/5878463510?utm_medium=api&utm_source=aa0fc1e4,2026-09-12 11:36:46.857955+00:00
de-5878310082,5878310082,Business Intelligence Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,Unfallkasse Baden-Württemberg,True,Stellen aus Gastronomie & Catering,de,Germany,EUR,"Stuttgart, Baden-Württemberg",Stuttgart,Baden-Württemberg,Deutschland | Baden-Württemberg | Stuttgart,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Stuttgart""]",48.776198,9.187224,Not specified,Not specified,Full-time,2026-09-10 12:49:11+00:00,2026-09-10,2026,9,2026-09,2026-09-12,2,,,,False,False,False,"Zum nächstmöglichen Zeitpunkt suchen wir unbefristet für unseren Standort in Stuttgart oder Karlsruhe einen Business Intelligence Analyst (m/w/d).Sie haben ein gutes Gespür für Zahlen und Spaß daran, aus Daten echte Insights zu gewinnen? Dann sind Sie bei uns richtig!In der Rolle des Business Intelligence Analysts gestalten Sie das Reporting im Unternehmenscontrolling aktiv mit – von der Konzeption und Erstellung aussagekräftiger Power-BI-Dashboards bis zur Analyse von Unternehmenskennzahlen üb…",https://www.adzuna.de/land/ad/5878310082?se=Qps5Z56u8RGhe8--YZ_w9w&utm_medium=api&utm_source=aa0fc1e4&v=BE085EF0EDB114096284041F07D191182A711889,2026-09-12 11:36:46.857955+00:00
de-5877636222,5877636222,Business Intelligence Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,Unfallkasse Baden-Württemberg,True,Unknown,de,Germany,EUR,"Hedelfingen, Stuttgart",Hedelfingen,Baden-Württemberg,Deutschland | Baden-Württemberg | Stuttgart | Hedelfingen,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Stuttgart"", ""Hedelfingen""]",48.75933,9.25432,Not specified,Not specified,Not specified,2026-09-10 00:37:55+00:00,2026-09-10,2026,9,2026-09,2026-09-12,2,,,,False,False,False,"Zum nächstmöglichen Zeitpunkt suchen wir unbefristet für unseren Standort in Stuttgart oder Karlsruhe einen Business Intelligence Analyst (m/w/d).Sie haben ein gutes Gespür für Zahlen und Spaß daran, aus Daten echte Insights zu gewinnen? Dann sind Sie bei uns richtig!In der Rolle des Business Intelligence Analysts gestalten Sie das Reporting im Unternehmenscontrolling aktiv mit – von der Konzeption und Erstellung aussagekräftiger Power-BI-Dashboards bis zur Analyse von Unternehmenskennzahlen üb…",https://www.adzuna.de/land/ad/5877636222?se=Qps5Z56u8RGhe8--YZ_w9w&utm_medium=api&utm_source=aa0fc1e4&v=98AB52C9592FC0635C4529E585C18738AEE25ED8,2026-09-12 11:36:46.857955+00:00
