job_key,job_id,job_title,primary_role_family,title_role_family,selected_role_family,matched_role_families,matched_search_terms,search_term_count,role_family_count,role_resolution_method,role_review_required,company,company_disclosed,category,country_code,country,currency,location,city,region,location_hierarchy,location_area,latitude,longitude,workplace_type,contract_type,contract_time,published_at,published_date,publication_year,publication_month,publication_year_month,snapshot_date,days_since_publication,salary_min,salary_max,salary_midpoint,has_salary,salary_is_predicted,salary_invalid_nonpositive,job_description,job_url,collected_at_utc
de-5869732144,5869732144,IT Business Analyst / Application Consultant (m/w/d) - Business Intelligence & Dashboards,BI Analyst,BI Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,Akkodis,True,Unknown,de,Germany,EUR,"Dresdener Heide, Dresden",Dresdener Heide,Sachsen,Deutschland | Sachsen | Dresden | Dresdener Heide,"[""Deutschland"", ""Sachsen"", ""Dresden"", ""Dresdener Heide""]",51.09459,13.84187,Not specified,Not specified,Not specified,2026-09-04 02:26:24+00:00,2026-09-04,2026,9,2026-09,2026-09-04,0,,,,False,False,False,"Akkodis ist ein globales Beratungsunternehmen für Digital Engineering, das Technologie und Talente zusammenbringt, um Transformation zu beschleunigen, Innovation voranzutreiben und eine intelligentere Zukunft zu gestalten. Mit mehr als 40.000 Expert:innen in über 30 Ländern verbinden wir Branchen und Technologien miteinander - von AI und Data Analytics bis zu Cloud, Edge, Automatisierung und Cybersecurity. Als Schnittstelle zwischen den Fachbereichen und der IT begleitest Du die Weiterentwicklu…",https://www.adzuna.de/details/5869732144?utm_medium=api&utm_source=aa0fc1e4,2026-09-04 12:07:57.686503+00:00
de-5869665297,5869665297,(Senior) Business Intelligence Analyst (w/m/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,ARD ZDF Deutschlandradio Beitragsservice,True,Sonstige/Allgemeine Stellen,de,Germany,EUR,"Köln, Nordrhein-Westfalen",Köln,Nordrhein-Westfalen,Deutschland | Nordrhein-Westfalen | Köln,"[""Deutschland"", ""Nordrhein-Westfalen"", ""K\u00f6ln""]",50.940164,6.969972,Not specified,Not specified,Not specified,2026-09-04 01:51:13+00:00,2026-09-04,2026,9,2026-09,2026-09-04,0,,,,False,False,False,"Im Auftrag von ARD, ZDF und Deutschlandradio ziehen wir den Rundfunkbeitrag ein. Als Gemeinschaftseinrichtung der öffentlich-rechtlichen Rundfunkanstalten sorgen wir dafür, dass die Beiträge der Bürgerinnen und Bürger zuverlässig bei den Sendern ankommen. Als Servicepartner stehen wir allen Beitragszahlenden bei Fragen und Anliegen rund um ihren Beitrag zur Verfügung. Damit das auch in Zukunft so bleibt, wollen wir mehr gestalten statt nur verwalten. Dafür brauchen wir Menschen wie dich – Mensc…",https://www.adzuna.de/land/ad/5869665297?se=HETHb1mo8RGFQY_3QMXTIA&utm_medium=api&utm_source=aa0fc1e4&v=01E78780CA2C23D0AC0110040B6C4ED042A82006,2026-09-04 12:07:57.686503+00:00
de-5869477230,5869477230,(Senior) Business Intelligence Analyst (w/m/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,ARD ZDF Deutschlandradio Beitragsservice,True,Unknown,de,Germany,EUR,"Köln, Nordrhein-Westfalen",Köln,Nordrhein-Westfalen,Deutschland | Nordrhein-Westfalen | Köln,"[""Deutschland"", ""Nordrhein-Westfalen"", ""K\u00f6ln""]",50.940164,6.969972,Not specified,Not specified,Not specified,2026-09-03 19:46:19+00:00,2026-09-03,2026,9,2026-09,2026-09-04,1,,,,False,False,False,"Im Auftrag von ARD, ZDF und Deutschlandradio ziehen wir den Rundfunkbeitrag ein. Als Gemeinschaftseinrichtung der öffentlich-rechtlichen Rundfunkanstalten sorgen wir dafür, dass die Beiträge der Bürgerinnen und Bürger zuverlässig bei den Sendern ankommen. Als Servicepartner stehen wir allen Beitragszahlenden bei Fragen und Anliegen rund um ihren Beitrag zur Verfügung. Damit das auch in Zukunft so bleibt, wollen wir mehr gestalten statt nur verwalten. Dafür brauchen wir Menschen wie dich – Mensc…",https://www.adzuna.de/land/ad/5869477230?se=HETHb1mo8RGFQY_3QMXTIA&utm_medium=api&utm_source=aa0fc1e4&v=2A62729BE08249D6AC981C5069A2A985ADF1F07D,2026-09-04 12:07:57.686503+00:00
de-5869245425,5869245425,Business Intelligence Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,GEA,True,Unknown,de,Germany,EUR,Deutschland,,,Deutschland,"[""Deutschland""]",,,Not specified,Not specified,Full-time,2026-09-03 18:08:51+00:00,2026-09-03,2026,9,2026-09,2026-09-04,1,,,,False,False,False,"Bei GEA in Oelde entwickeln und fertigen wir hochmoderne Zentrifugen und Trenntechnologien auf einem 85.000 m² großen Produktionsgelände. Unsere Lösungen – darunter Separatoren, Dekanter und komplette Systemlösungen – ermöglichen die effiziente Trennung von Flüssigkeiten und Feststoffen und unterstützen weltweit unterschiedlichste Industrien. Zur Verstärkung unseres Teams suchen wir zum nächstmöglichen Zeitpunkt an unserem Standort Oelde einen Business Intelligence Analyst (m/w/d), der durch di…",https://www.adzuna.de/details/5869245425?utm_medium=api&utm_source=aa0fc1e4,2026-09-04 12:07:57.686503+00:00
de-5869076623,5869076623,Controlling Analyst – Kostenrechnung & BI (m/w/d),BI Analyst,,BI Analyst,BI Analyst,BI analyst,1,1,Single search family,False,HPM Service und Verwaltung GmbH,True,Sonstige/Allgemeine Stellen,de,Germany,EUR,"HafenCity, Hamburg",HafenCity,Hamburg,Deutschland | Hamburg | HafenCity,"[""Deutschland"", ""Hamburg"", ""HafenCity""]",53.54167,9.99333,Not specified,Not specified,Full-time,2026-09-03 17:23:12+00:00,2026-09-03,2026,9,2026-09,2026-09-04,1,,,,False,False,False,"HPM DIE HANDWERKSGRUPPE ist eine familiengeführte Unternehmensgruppe und einer der Marktführer im Ausbauhandwerk bestehend aus erfolgreichen und lokal verankerten Handwerksbetrieben in Deutschland und Österreich. Die HPM ist ein starkes Netzwerk mit über 150 erstklassigen Betrieben in den drei Sparten: Maler Fassade Ausbau, Technische Gebäudeausrüstung sowie Fenster und Fassade.Über 4.400 Mitarbeiter, ein modernes Management und ein engagiertes Aus- und Fortbildungsprogramm sichern die hohe Qua…",https://www.adzuna.de/land/ad/5869076623?se=Hha0bVmo8RG5Kfv2CGWPFA&utm_medium=api&utm_source=aa0fc1e4&v=2F0010FA1E45B5881DE4681F21EFAE030ABCA98E,2026-09-04 12:07:57.686503+00:00
de-5868154596,5868154596,Data & BI Analyst Business Application (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst | Data Analyst,BI analyst | business analyst | data analyst,3,3,Title rule,False,Michael Page,True,Unknown,de,Germany,EUR,Deutschland,,,Deutschland,"[""Deutschland""]",,,Not specified,Not specified,Full-time,2026-09-03 05:10:58+00:00,2026-09-03,2026,9,2026-09,2026-09-04,1,,,,False,False,False,"Intro IT Business Application Specialist IT Data & BI Specialist Firmenprofil Das Unternehmen ist ein mittelständisches Unternehmen im Life-Science-Sektor mit einer starken Spezialisierung auf innovative Technologien. Es bietet eine professionelle Arbeitsumgebung, die sich auf Qualität und Branchenexpertise konzentriert. Aufgabengebiet Strukturierung von Daten sowie Erstellung von Berichten mit Microsoft Power BI Erstellung komplexer SQL-Abfragen, Views, Stored Procedures und Funktionen zur eff…",https://www.adzuna.de/details/5868154596?utm_medium=api&utm_source=aa0fc1e4,2026-09-04 12:07:57.686503+00:00
de-5865823718,5865823718,Praktikum im E-Business - Business Intelligence & Digital Analyst - Ulm,BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,Liebherr-Hausgeräte Ochsenhausen GmbH,True,Stellen für Hochschulabsolventen,de,Germany,EUR,"Ulm, Baden-Württemberg",Ulm,Baden-Württemberg,Deutschland | Baden-Württemberg | Ulm,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Ulm""]",48.383137,9.856945,Not specified,Not specified,Not specified,2026-09-02 01:51:31+00:00,2026-09-02,2026,9,2026-09,2026-09-04,2,,,,False,False,False,"Im Produktsegment Kühl- und Gefriergeräte entwickelt, fertigt und verkauft Liebherr bereits seit 1954 ein breites Spektrum an effizienten Kühl- und Gefriergeräten für den privaten und professionellen Einsatz. Um Kunden stets mit innovativen Lösungen zu begeistern, werden dabei deren Bedürfnisse in den Mittelpunkt gesetzt und die Grenzen des bisher Machbaren immer wieder neu definiert. Kühl- und Gefriergeräte von Liebherr gelten in der Branche und bei Kunden als Symbol für höchste Qualität - heu…",https://www.adzuna.de/land/ad/5865823718?se=HETHb1mo8RGFQY_3QMXTIA&utm_medium=api&utm_source=aa0fc1e4&v=8577A0D42BBCC33C8E41BB3276735B787B48C407,2026-09-04 12:07:57.686503+00:00
de-5865142866,5865142866,Praktikum im E-Business - Business Intelligence & Digital Analyst - Ulm,BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,Liebherr-Hausgeräte Ochsenhausen GmbH,True,Unknown,de,Germany,EUR,"Ulm, Baden-Württemberg",Ulm,Baden-Württemberg,Deutschland | Baden-Württemberg | Ulm,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Ulm""]",48.383137,9.856945,Not specified,Not specified,Not specified,2026-09-01 20:03:00+00:00,2026-09-01,2026,9,2026-09,2026-09-04,3,,,,False,False,False,"Im Produktsegment Kühl- und Gefriergeräte entwickelt, fertigt und verkauft Liebherr bereits seit 1954 ein breites Spektrum an effizienten Kühl- und Gefriergeräten für den privaten und professionellen Einsatz. Um Kunden stets mit innovativen Lösungen zu begeistern, werden dabei deren Bedürfnisse in den Mittelpunkt gesetzt und die Grenzen des bisher Machbaren immer wieder neu definiert. Kühl- und Gefriergeräte von Liebherr gelten in der Branche und bei Kunden als Symbol für höchste Qualität - heu…",https://www.adzuna.de/land/ad/5865142866?se=HETHb1mo8RGFQY_3QMXTIA&utm_medium=api&utm_source=aa0fc1e4&v=967D70FA84EEEAD6A0AAA66B060E0CEF6EBF15CD,2026-09-04 12:07:57.686503+00:00
de-5858907192,5858907192,Business Intelligence- / Data Warehouse-Analyst / Entwickler (m/w/x),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Data Analyst,business intelligence analyst | data analyst,2,2,Title rule,False,expert Warenvertrieb GmbH,True,Sonstige/Allgemeine Stellen,de,Germany,EUR,"Langenhagen, Region Hannover (Kreis)",Langenhagen,Niedersachsen,Deutschland | Niedersachsen | Region Hannover (Kreis) | Langenhagen,"[""Deutschland"", ""Niedersachsen"", ""Region Hannover (Kreis)"", ""Langenhagen""]",52.44731,9.73965,Not specified,Not specified,Not specified,2026-08-28 01:08:21+00:00,2026-08-28,2026,8,2026-08,2026-09-04,7,,,,False,False,False,"Wir sind expert. Seit über 60 Jahren dein Technik-Experte von nebenan. Überall in Deutschland. Genauer gesagt an 396 Standorten mit 199 selbstständigen Unternehmern, die dort ihre Elektronikfachmärkte betreiben. Und das offenbar so gut, dass wir uns Deutschlands erfolgreichste Fachhandelskooperation nennen dürfen. In unserer Zentrale in Hannover-Langenhagen freuen sich über 500 zukünftige Kolleg:innen auf Sie. Von hier aus steuern wir alle Aktivitäten rund um Einkauf & Vertrieb, Marketing, E-Co…",https://www.adzuna.de/land/ad/5858907192?se=HETHb1mo8RGFQY_3QMXTIA&utm_medium=api&utm_source=aa0fc1e4&v=3FC162A7FF0D39AA2F7F2EBC9428F4F1CF33BBD7,2026-09-04 12:07:57.686503+00:00
de-5858577600,5858577600,Business Intelligence- / Data Warehouse-Analyst / Entwickler (m/w/x),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Data Analyst,business intelligence analyst | data analyst,2,2,Title rule,False,expert Warenvertrieb GmbH,True,Unknown,de,Germany,EUR,"Langenhagen, Region Hannover (Kreis)",Langenhagen,Niedersachsen,Deutschland | Niedersachsen | Region Hannover (Kreis) | Langenhagen,"[""Deutschland"", ""Niedersachsen"", ""Region Hannover (Kreis)"", ""Langenhagen""]",52.44731,9.73965,Not specified,Not specified,Not specified,2026-08-27 19:52:14+00:00,2026-08-27,2026,8,2026-08,2026-09-04,8,,,,False,False,False,"Wir sind expert. Seit über 60 Jahren dein Technik-Experte von nebenan. Überall in Deutschland. Genauer gesagt an 396 Standorten mit 199 selbstständigen Unternehmern, die dort ihre Elektronikfachmärkte betreiben. Und das offenbar so gut, dass wir uns Deutschlands erfolgreichste Fachhandelskooperation nennen dürfen. In unserer Zentrale in Hannover-Langenhagen freuen sich über 500 zukünftige Kolleg:innen auf Sie. Von hier aus steuern wir alle Aktivitäten rund um Einkauf & Vertrieb, Marketing, E-Co…",https://www.adzuna.de/land/ad/5858577600?se=HETHb1mo8RGFQY_3QMXTIA&utm_medium=api&utm_source=aa0fc1e4&v=2475D4E5A62A995FAE94C0CEC2966CF2FEA33D95,2026-09-04 12:07:57.686503+00:00
