job_key,job_id,job_title,primary_role_family,title_role_family,selected_role_family,matched_role_families,matched_search_terms,search_term_count,role_family_count,role_resolution_method,role_review_required,company,company_disclosed,category,country_code,country,currency,location,city,region,location_hierarchy,location_area,latitude,longitude,workplace_type,contract_type,contract_time,published_at,published_date,publication_year,publication_month,publication_year_month,snapshot_date,days_since_publication,salary_min,salary_max,salary_midpoint,has_salary,salary_is_predicted,salary_invalid_nonpositive,job_description,job_url,collected_at_utc
de-5889880124,5889880124,Business Intelligence Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,Tintschl AG,True,Unknown,de,Germany,EUR,"Kiel, Schleswig-Holstein",Kiel,Schleswig-Holstein,Deutschland | Schleswig-Holstein | Kiel,"[""Deutschland"", ""Schleswig-Holstein"", ""Kiel""]",54.319658,10.137982,Not specified,Not specified,Not specified,2026-09-19 02:03:39+00:00,2026-09-19,2026,9,2026-09,2026-09-20,1,,,,False,False,False,"Business Intelligence Analyst (m/w/d) Für unseren namhaften Kunden suchen wir Sie! Die Stelle liegt bei 35 Stunden die Woche und ist zwei Mal zu besetzen. Ihre Aufgaben Erstellung von Ad-hoc-Analysen, Auswertungen und Entscheidungsgrundlagen für unterschiedliche Fachbereiche Aufbereitung, Integration und Automatisierung von Daten und Datenprozessen mittels Microsoft Power Query Betreuung, Pflege und kontinuierliche Weiterentwicklung bestehender Berichte und Dashboards Eigenverantwortliche…",https://www.adzuna.de/details/5889880124?utm_medium=api&utm_source=aa0fc1e4,2026-09-20 12:22:00.163219+00:00
de-5889434232,5889434232,Business Intelligence Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,Amadeus Fire AG,True,Unknown,de,Germany,EUR,"Altstadt-Nord, Köln",Altstadt-Nord,Nordrhein-Westfalen,Deutschland | Nordrhein-Westfalen | Köln | Altstadt-Nord,"[""Deutschland"", ""Nordrhein-Westfalen"", ""K\u00f6ln"", ""Altstadt-Nord""]",50.93917,6.95684,Not specified,Not specified,Full-time,2026-09-18 17:01:38+00:00,2026-09-18,2026,9,2026-09,2026-09-20,2,,,,False,False,False,"Business Intelligence Analyst (m/w/d) Referenz 12-254921 Sie begeistern sich für Daten, Analysen und intelligente Technologien und möchten datenbasierte Entscheidungen aktiv mitgestalten? In dieser Position unterstützen Sie Fachbereiche dabei, aus komplexen Datenstrukturen wertvolle Erkenntnisse abzuleiten und diese in konkrete Handlungsempfehlungen zu übersetzen. Dabei arbeiten Sie an der Schnittstelle von Business Intelligence, Data Analytics und KI-gestützten Lösungen und tragen maßgeblich z…",https://www.adzuna.de/details/5889434232?utm_medium=api&utm_source=aa0fc1e4,2026-09-20 12:22:00.163219+00:00
de-5888804186,5888804186,BI Analyst (m/w/d) – Schwerpunkt Qlik Sense,BI Analyst,BI Analyst,BI Analyst,BI Analyst,BI analyst,1,1,Title rule,False,ROTHENBERGER Werkzeuge GmbH,True,Unknown,de,Germany,EUR,"Kelkheim (Taunus), Main-Taunus-Kreis",Kelkheim (Taunus),Hessen,Deutschland | Hessen | Main-Taunus-Kreis | Kelkheim (Taunus),"[""Deutschland"", ""Hessen"", ""Main-Taunus-Kreis"", ""Kelkheim (Taunus)""]",50.13618,8.4508,Not specified,Not specified,Not specified,2026-09-18 07:55:31+00:00,2026-09-18,2026,9,2026-09,2026-09-20,2,,,,False,False,False,"Seit 75 Jahren ist ROTHENBERGER einer der weltweit führenden Hersteller für innovative, technologisch anspruchsvolle Rohrwerkzeuge und Rohrbearbeitungsmaschinen in der Sanitär-, Heizungs-, Klima-, Kälte-, Gas- und Umwelttechnik. Mit mehr als 6.000 Produkten „Made by ROTHENBERGER“ ist ein Vollsortiment für den professionellen Anwender im Angebot. Dabei versteht sich ROTHENBERGER als Partner des Fachhandels für den Handwerker und für die Industrie. Eine Eigenproduktionsquote von ca. 60 % und mehr…",https://www.adzuna.de/land/ad/5888804186?se=3DY0Ce608RGYhrPwUqXF3w&utm_medium=api&utm_source=aa0fc1e4&v=393E494766A8331C9DAA719F95DD9B830FD583E0,2026-09-20 12:22:00.163219+00:00
de-5886395799,5886395799,Business Intelligence Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,Schmieder,True,Unknown,de,Germany,EUR,"Bad Buchau, Biberach (Kreis)",Bad Buchau,Baden-Württemberg,Deutschland | Baden-Württemberg | Biberach (Kreis) | Bad Buchau,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Biberach (Kreis)"", ""Bad Buchau""]",48.02833,9.59342,Not specified,Not specified,Full-time,2026-09-16 18:14:45+00:00,2026-09-16,2026,9,2026-09,2026-09-20,4,50000.0,57000.0,53500.0,True,False,False,"REF : 47993 Business Intelligence Analyst (m/w/d) Raum Bad Saulgau | Vollzeit | 50.000 - 57.000€ Jahresgehalt Mehr über die Stelle Für unseren Kunden, einem mittelständischen Familienunternehmen im Großraum Bad Saulgau, suchen wir einen BI Analyst (m/w/d). Das Unternehmen ist in der Herstellung und dem Vertrieb hochwertiger Individuallösungen tätig und verbindet industrielle Fertigung mit handwerklicher Qualität. Die Stelle ist in Vollzeit und direkter Festanstellung zu besetzen. Ref. 47993 Mus…",https://www.adzuna.de/details/5886395799?utm_medium=api&utm_source=aa0fc1e4,2026-09-20 12:22:00.163219+00:00
de-5886395780,5886395780,Business Intelligence Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,Schmieder,True,Unknown,de,Germany,EUR,"Bad Buchau, Biberach (Kreis)",Bad Buchau,Baden-Württemberg,Deutschland | Baden-Württemberg | Biberach (Kreis) | Bad Buchau,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Biberach (Kreis)"", ""Bad Buchau""]",48.02833,9.59342,Not specified,Not specified,Full-time,2026-09-16 18:14:42+00:00,2026-09-16,2026,9,2026-09,2026-09-20,4,50000.0,57000.0,53500.0,True,False,False,"REF : 47992 Business Intelligence Analyst (m/w/d) Raum Bad Saulgau | Vollzeit | 50.000 - 57.000€ Jahresgehalt Mehr über die Stelle Für unseren Kunden, einem mittelständischen Familienunternehmen im Großraum Bad Saulgau, suchen wir einen BI Analyst (m/w/d). Das Unternehmen ist in der Herstellung und dem Vertrieb hochwertiger Individuallösungen tätig und verbindet industrielle Fertigung mit handwerklicher Qualität. Die Stelle ist in Vollzeit und direkter Festanstellung zu besetzen. Ref. 47992 Mus…",https://www.adzuna.de/details/5886395780?utm_medium=api&utm_source=aa0fc1e4,2026-09-20 12:22:00.163219+00:00
de-5885154337,5885154337,Business Intelligence Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst | Business Analyst,business analyst | business intelligence analyst,2,2,Title rule,False,Schmieder GmbH,True,Unknown,de,Germany,EUR,"Bad Saulgau, Sigmaringen (Kreis)",Bad Saulgau,Baden-Württemberg,Deutschland | Baden-Württemberg | Sigmaringen (Kreis) | Bad Saulgau,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Sigmaringen (Kreis)"", ""Bad Saulgau""]",48.01846,9.49804,Not specified,Not specified,Not specified,2026-09-15 23:09:53+00:00,2026-09-15,2026,9,2026-09,2026-09-20,5,,,,False,False,False,"Business Intelligence Analyst (m/w/d) Schmieder ist seit über 40 Jahren der regionale Spezialist in der Direktvermittlung von kaufmännischen und technischen Fach- und Führungskräften. Nur eine Bewerbung reicht, um von unserem großen Netzwerk zu profitieren. Wir begleiten Sie 100 % kostenfrei auf dem Weg zu Ihrem Traumjob in der Region Bodensee-Oberschwaben. Für unseren Kunden, einem mittelständischen Familienunternehmen im Großraum Bad Saulgau, suchen wir einen BI Analyst (m/w/d). Das Unternehm…",https://www.adzuna.de/details/5885154337?utm_medium=api&utm_source=aa0fc1e4,2026-09-20 12:22:00.163219+00:00
de-5883781984,5883781984,Controlling Analyst – Kostenrechnung & BI (m/w/d),BI Analyst,,BI Analyst,BI Analyst,BI analyst,1,1,Single search family,False,HPM Die Handwerksgruppe,True,Unknown,de,Germany,EUR,"HafenCity, Hamburg",HafenCity,Hamburg,Deutschland | Hamburg | HafenCity,"[""Deutschland"", ""Hamburg"", ""HafenCity""]",53.54167,9.99333,Not specified,Not specified,Not specified,2026-09-14 18:29:15+00:00,2026-09-14,2026,9,2026-09,2026-09-20,6,,,,False,False,False,"HPM DIE HANDWERKSGRUPPE ist eine familien­geführte Unternehmens­gruppe und einer der Markt­führer im Ausbau­handwerk bestehend aus erfolg­reichen und lokal verankerten Hand­werks­betrieben in Deutschland und Österreich. Die HPM ist ein starkes Netzwerk mit über 150 erst­klassigen Betrieben in den drei Sparten: Maler Fassade Ausbau, Technische Gebäude­ausrüstung sowie Fenster und Fassade.Über 4.400 Mitarbeiter, ein modernes Management und ein engagiertes Aus- und Fort­bildungs­programm sichern d…",https://www.adzuna.de/details/5883781984?utm_medium=api&utm_source=aa0fc1e4,2026-09-20 12:22:00.163219+00:00
de-5883556055,5883556055,(Senior) Analyst Business Analyse (d/w/m) Schwerpunkt Business Intelligence und Gesamtbanksteuerung,BI Analyst,BI Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,KFW DEG - Deutsche Investitions- und Entwicklungsgesellschaft mbH,True,Sonstige/Allgemeine Stellen,de,Germany,EUR,"Köln, Nordrhein-Westfalen",Köln,Nordrhein-Westfalen,Deutschland | Nordrhein-Westfalen | Köln,"[""Deutschland"", ""Nordrhein-Westfalen"", ""K\u00f6ln""]",50.940164,6.969972,Not specified,Not specified,Not specified,2026-09-14 13:33:40+00:00,2026-09-14,2026,9,2026-09,2026-09-20,6,,,,False,False,False,"Willkommen bei der DEG, einem Tochterunternehmen der KfW. Seit über 60 Jahren sind wir Partner privater Unternehmen, die in Entwicklungs- und Schwellenländern investieren. Rund 670 Mitarbeitende sind bei uns beschäftigt – in unserer Zentrale in Köln und an 18 Standorten weltweit. Wir suchen Sie zur Verstärkung unserer Abteilung Business Analyse Unternehmenssteuerung als (Senior) Analyst Business Analyse (d/w/m) Schwerpunkt Business Intelligence und Gesamtbanksteuerung Die Abteilung Business-Ana…",https://www.adzuna.de/land/ad/5883556055?se=IvICFu608RGk6dCvHcHp9g&utm_medium=api&utm_source=aa0fc1e4&v=5E7C9F046F4234684C61EB5D592D5EAA7D0A9510,2026-09-20 12:22:00.163219+00:00
de-5883289564,5883289564,(Senior) Analyst Business Analyse (d/w/m) Schwerpunkt Business Intelligence und Gesamtbanksteuerung,BI Analyst,BI Analyst,Business Analyst,Business Analyst,business analyst,1,1,Title rule,False,KFW DEG - Deutsche Investitions- und Entwicklungsgesellschaft mbH,True,Unknown,de,Germany,EUR,"Köln, Nordrhein-Westfalen",Köln,Nordrhein-Westfalen,Deutschland | Nordrhein-Westfalen | Köln,"[""Deutschland"", ""Nordrhein-Westfalen"", ""K\u00f6ln""]",50.940164,6.969972,Not specified,Not specified,Not specified,2026-09-14 07:57:01+00:00,2026-09-14,2026,9,2026-09,2026-09-20,6,,,,False,False,False,"Willkommen bei der DEG, einem Tochterunternehmen der KfW. Seit über 60 Jahren sind wir Partner privater Unternehmen, die in Entwicklungs- und Schwellenländern investieren. Rund 670 Mitarbeitende sind bei uns beschäftigt – in unserer Zentrale in Köln und an 18 Standorten weltweit. Wir suchen Sie zur Verstärkung unserer Abteilung Business Analyse Unternehmenssteuerung als (Senior) Analyst Business Analyse (d/w/m) Schwerpunkt Business Intelligence und Gesamtbanksteuerung Die Abteilung Business-Ana…",https://www.adzuna.de/land/ad/5883289564?se=IvICFu608RGk6dCvHcHp9g&utm_medium=api&utm_source=aa0fc1e4&v=1A748B0C697EE74775976D40637BED17D991506C,2026-09-20 12:22:00.163219+00:00
de-5878582009,5878582009,Business Intelligence Analyst (m/w/d),BI Analyst,BI Analyst,BI Analyst,BI Analyst,business intelligence analyst,1,1,Title rule,False,Unfallkasse Baden-Württemberg,True,Unknown,de,Germany,EUR,"Hedelfingen, Stuttgart",Hedelfingen,Baden-Württemberg,Deutschland | Baden-Württemberg | Stuttgart | Hedelfingen,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Stuttgart"", ""Hedelfingen""]",48.75933,9.25432,Not specified,Not specified,Full-time,2026-09-10 17:06:10+00:00,2026-09-10,2026,9,2026-09,2026-09-20,10,,,,False,False,False,"Über uns: Zum nächstmöglichen Zeitpunkt suchen wir unbefristet für unseren Standort in Stuttgart oder Karlsruhe einen Business Intelligence Analyst (m/w/d) . Sie haben ein gutes Gespür für Zahlen und Spaß daran, aus Daten echte Insights zu gewinnen? Dann sind Sie bei uns richtig! In der Rolle des Business Intelligence Analysts gestalten Sie das Reporting im Unternehmenscontrolling aktiv mit – von der Konzeption und Erstellung aussagekräftiger Power-BI-Dashboards bis zur Analyse von Unternehmens…",https://www.adzuna.de/details/5878582009?utm_medium=api&utm_source=aa0fc1e4,2026-09-20 12:22:00.163219+00:00
